strongs	source	gloss
H298	bdb	אֲחִירָמִי adj.gent. הָא׳ as n. coll. Nu 26:38.
H298	strongs_he	an Achiramite or descendant (collectively) of Achiram
H299	bdb	my brother is evil
H299	strongs_he	Achira, an Israelite
H300	bdb	brother of; the; dawn
H300	strongs_he	Achishachar, an Israelite
H301	bdb	my brother has sung
H301	strongs_he	Achishar, an Israelite
H302	bdb	my brother is folly
H302	strongs_he	Achithophel, an Israelite
H303	bdb	אַחְלָב n.pr.loc. town assigned to Asher Ju 1:31, site unknown
H303	strongs_he	Achlab, a place in Palestine
H304	bdb	אַחְלָ֑י n.pr. f. daughter of Sheshan m. father of one of David’s mighty men
H304	strongs_he	Achlai, the name of an Israelitess and of an Israelite
H305	bdb	ah that!
H305	strongs_he	would that!
H306	bdb	amethyst
H306	strongs_he	a gem, probably the amethyst
H307	bdb	Ecbatana
H307	strongs_he	Achmetha (i.e. Ecbatana), the summer capital of Persia
H308	bdb	אֲחַסְבַּי n.pr.m. father of Eliphelet, one of David’s heroes 2 S 23:34.
H308	strongs_he	Achasbai, an Israelite
H309	bdb	to remain behind, delay, tarry; and I have tarried; delay, tarry, cause one to delay, hinder, keep back, bring late; delay, tarry; cause one to delay, hinder, keep back, bring late
H309	strongs_he	to loiter (i.e. be behind); by implication to procrastinate
H310	bdb	the hinder, following part; behind, afterwards; behind; afterwards; behind, after, after; behind, after; after; after that; backwards
H310	strongs_he	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)
H311	bdb	after
H311	strongs_he	after
H312	bdb	another
H312	strongs_he	properly, hinder; generally, next, other, etc.
H313	bdb	אַחֵר n.pr.m. 1 Ch 7:12 (ident. & meaning quite dub.)
H313	strongs_he	Acher, an Israelite
H314	bdb	coming after, behind; behind, hindermost; latter, last
H314	strongs_he	hinder; generally, late or last; specifically (as facing the east) western
H315	bdb	אַחֲרַח n.pr.m. a son of Benjamin 1 Ch 8:1
H315	strongs_he	Achrach, an Israelite
H316	bdb	אֲחַרְחֵל n.pr.m. app. a descendant of Judah 1 Ch 4:8 (deriv. & mng. dub.)
H316	strongs_he	Acharchel, an Israelite
H317	bdb	another
H317	strongs_he	other
H318	bdb	and unto the last
H318	strongs_he	last
H319	bdb	after-part; end
H319	strongs_he	the last or end, hence, the future; also posterity
H320	bdb	end
H320	strongs_he	later
H321	bdb	another
H321	strongs_he	other
H322	bdb	backwards
H322	strongs_he	backwards
H323	bdb	satraps
H323	strongs_he	a satrap or governor of a main province (of Persia)
H324	bdb	satraps
H324	strongs_he	prince.
H325	bdb	Ahasuerus
H325	strongs_he	Achashverosh (i.e. Ahasuerus or Artaxerxes, but in this case Xerxes), the title (rather than name) of a Persian king
H326	bdb	אֲחַשְׁתָּרִי n.pr.m. but in form adj. gent. 1 Ch 4:6
H326	strongs_he	an achastarite (i.e. courier); the designation (rather than name) of an Israelite
H327	bdb	royal
H327	strongs_he	a mule
H328	bdb	gentleness; mutterer; mutterers
H328	strongs_he	(as a noun) a necromancer (from their soft incantations), (as an adverb) gently
H329	bdb	bramble; buck-thorn
H329	strongs_he	a thorn-tree (especially the buckthorn)
H330	bdb	thread; yarn
H330	strongs_he	properly, twisted (yarn), i.e. tapestry
H331	bdb	shut, shut up; shut, stop
H331	strongs_he	to close (the lips or ears); by analology to contract (a window by bevelled jambs)
H332	bdb	shut up, close, bind
H332	strongs_he	to close up
H333	bdb	binder
H333	strongs_he	Ater, the name of three Israelites
H334	bdb	shut up; bound
H334	strongs_he	shut up, i.e. impeded (as to the use of the right hand)
H335	bdb	where?
H335	strongs_he	where? hence how?
H336	bdb	not
H336	strongs_he	not
H337	bdb	alas!
H337	strongs_he	alas!
H338	bdb	jackal; howler
H338	strongs_he	a howler (used only in the plural), i.e. any solitary wild creature
H339	bdb	coast; region
H339	strongs_he	properly, a habitable spot (as desirable); dry land, a coast, an island
H340	bdb	be hostile to; enemy
H340	strongs_he	to hate (as one of an opposite tribe or party); hence to be hostile
H341	bdb	be hostile to; enemy
H341	strongs_he	hating; an adversary
H342	bdb	enmity
H342	strongs_he	hostility
H343	bdb	distress, calamity
H343	strongs_he	oppression; by implication misfortune, ruin
H344	bdb	hawk; falcon; kite
H344	strongs_he	the screamer, i.e. a hawk
H345	bdb	falcon
H345	strongs_he	Ajah, the name of two Israelites
H346	bdb	Where?
H346	strongs_he	where?
H347	bdb	Job
H347	strongs_he	Ijob, the patriarch famous for his patience
H348	bdb	אִיזֶבֶל n.pr.f. queen of Ahab, daughter of Ethbaal, king of Tyre
H348	strongs_he	Izebel, the wife of king Ahab
H349	bdb	How?; How!; In what manner?; How!; Where?; How?
H349	strongs_he	how? or how!; also where
H350	bdb	inglorious
H350	strongs_he	Ikabod, a son of Phineas
H351	bdb	where
H351	strongs_he	where
H352	bdb	leader; chief; terebinth; projecting pillar; pilaster; ram
H352	strongs_he	properly, strength; hence, anything strong; specifically a chief (politically); also a ram (from his strength); a pilaster (as a strong support); an oak or other strong tree
H353	bdb	help
H353	strongs_he	strength
H354	bdb	hart; stag; deer
H354	strongs_he	a stag or male deer
H355	bdb	hind; doe
H355	strongs_he	a doe or female deer
H356	bdb	אֵלוֹן n.pr.m. son of Zebulun a Hittite, father-in-law of Esau a judge of Isr., of tribe of Zeb. n.pr.loc. a town of Dan
H356	strongs_he	Elon, the name of a place in Palestine, and also of one Hittite, two Israelites
H357	bdb	Deer, Aijalon
H357	strongs_he	Ajalon, the name of five places in Palestine
H358	bdb	בֵּית חָנָן n.pr.loc. in Dan (Judah? Philistine territory) 1 K 4:9
H358	strongs_he	Elon of Beth-chanan, a place in Palestine
H359	bdb	grove of lofty trees; lofty tree; s
H359	strongs_he	Eloth or Elath, a place on the Red Sea
H360	bdb	[אֱיָלוּת] n.f. id. [אֱיָל]
H360	strongs_he	power; by implication, protection
H361	bdb	porch
H361	strongs_he	a pillar-space (or colonnade), i.e. a pale (or portico)
H362	bdb	terebinths
H362	strongs_he	Elim, a place in the Desert
H363	bdb	tree
H363	strongs_he	a tree
H364	bdb	terebinth of Paran
H364	strongs_he	El-Paran, a portion of the district of Paran
H365	bdb	hind; doe
H365	strongs_he	a doe
H366	bdb	terrible; dreadful
H366	strongs_he	frightful
H367	bdb	terror; dread
H367	strongs_he	fright; concrete, an idol (as a bugbear)
H368	bdb	Emim; terrors
H368	strongs_he	Emim, an early Canaanitish (or Maobitish) tribe
H369	bdb	nothing, nought; to nothing, as nothing; is not, are not, was not, were not; there is (was) not to, have, has, had, not; it is not to
H369	strongs_he	a nonentity; generally used as a negative particle
H370	bdb	whence?
H370	strongs_he	where? (only in connection with prepositional prefix, whence)
H371	bdb	אִין 1 S 21:9 prob. irreg. for אֵין
H371	strongs_he	is it not?
H372	bdb	my father is help
H372	strongs_he	Iezer, an Israelite
H373	bdb	אֲבִי הָעֶזְרִי adj.gent. Abiezrite Ju 6:11, 24 8:52 = אִיעֶזְרִי Nu 26:30.
H373	strongs_he	an Iezrite or descendant of Iezer
H374	bdb	ephah
H374	strongs_he	an ephah or measure for grain; hence, a measure in general
H375	bdb	where?; of what kind?
H375	strongs_he	what place?; also (of time) when?; or (of means) how?
H376	bdb	man
H376	strongs_he	a man as an individual or a male person; often used as an adjunct to a more definite term (and in such cases frequently not expressed in translation)
H377	bdb	[אשׁשׁ] Hithpo. Is 46:8
H377	strongs_he	to be a man, i.e. act in a manly way
H378	bdb	Ishbosheth
H378	strongs_he	Ish-Bosheth, a son of King Saul
H379	bdb	man of majesty
H379	strongs_he	Ishod, an Israelite
H380	bdb	pupil
H380	strongs_he	the little man of the eye; the pupil or ball; hence, the middle (of night)
H381	bdb	man
H381	strongs_he	Ishchail (or Ish-chai), an Israelite
H382	bdb	man
H382	strongs_he	Ish-Tob, a place in Palestine
H383	bdb	there is; are
H383	strongs_he	properly, entity; used only as a particle of affirmation, there is
H384	bdb	אִיתִיאֵל in MT n.pr.m. usually take as name of a son or pupil of Agur a Benjamite
H384	strongs_he	Ithiel, the name of an Israelite, also of a symbolical person
H385	bdb	is; land of palms
H385	strongs_he	Ithamar, a son of Aaron
H386	bdb	perennial; ever-flowing; permanent; steady flow; permanence
H386	strongs_he	permanence; hence (concrete) permanent; specifically a chieftain
H387	bdb	אֵיתָן n.pr.m. a wise man
H387	strongs_he	Ethan, the name of four Israelites
H388	bdb	perennial; ever-flowing; permanent; steady flow; permanence
H388	strongs_he	Ethanim, the name of a month
H389	bdb	surely
H389	strongs_he	a particle of affirmation, surely; hence (by limitation) only
H390	bdb	Akkad
H390	strongs_he	Accad, a place in Babylon
H391	bdb	deceptive; disappointing
H391	strongs_he	falsehood; by implication treachery
H392	bdb	אַכְזִיב n.pr.loc. in lowland of Judah in Asher
H392	strongs_he	Akzib, the name of two places in Palestine
H393	bdb	cruel; fierce
H393	strongs_he	violent; by implication deadly; also (in a good sense) brave
H394	bdb	cruel
H394	strongs_he	terrible
H395	bdb	cruelty; fierceness
H395	strongs_he	fierceness
H396	bdb	an eating; a meal
H396	strongs_he	something eatable, i.e. food
H397	bdb	אָכִישׁ n.pr.m. king of Gath
H397	strongs_he	Akish, a Philistine king
H398	bdb	eat; eat, eat, devour, devour, consume, devour, slay, devour, consume, destroy, devour; eat; eat, devour; devour, consume; devour, slay; devour, consume, destroy; devour; be eaten, be devoured, consumed, be wasted, destroyed; be eaten; be devoured, consumed; be wasted, destroyed; be consumed; cause to eat, feed with, cause to devoure; cause to eat, feed with; cause to devoure
H398	strongs_he	to eat (literally or figuratively)
H399	bdb	eat; devour
H399	strongs_he	accuse, devour, eat.
H400	bdb	food
H400	strongs_he	food
H401	bdb	וְאֻכָֿל Pr 30:1 rd. וָאֵכֶל & v. כלה.
H401	strongs_he	Ucal, a fancy name
H402	bdb	food, eating; devouring; consuming
H402	strongs_he	food
H403	bdb	surely, truly; but indeed, but in fact
H403	strongs_he	firmly; figuratively, surely; also (adversative) but
H404	bdb	press; urge
H404	strongs_he	to urge
H405	bdb	pressure
H405	strongs_he	a load; by implication, a stroke (others dignity)
H406	bdb	ploughman; husbandman
H406	strongs_he	a farmer
H407	bdb	אַכְשָׁף n.pr.loc. in (Northern) Canaan, with a king; situated on the border of Asher
H407	strongs_he	Acshaph, a place in Palestine
H408	bdb	אַל adv. of negation, denying however, not objectively as a fact, but subjectively as a wish, expressing therefore a deprecation or prohibition
H408	strongs_he	not (the qualified negation, used as a deprecative); once (Job 24:25) as a noun, nothing
H409	bdb	do not; let not
H409	strongs_he	not.
H410	bdb	god; men of might and rank; angels; gods of the nations; Ēl; God; strength, power
H410	strongs_he	strength; as adjective, mighty; especially the Almighty (but used also of any deity)
H411	bdb	these
H411	strongs_he	these or those
H412	bdb	these
H412	strongs_he	these.
H413	bdb	motion to, direction towards; to, unto; into; towards; against; Unto, in addition to; in regard to, concerning, on account of; according to; against, at, by; motion, direction to
H413	strongs_he	near, with or among; often in general, to
H414	bdb	אֵלָא n.pr.m. father of an officer of Solomon 1 K 4:18
H414	strongs_he	Ela, an Israelite
H415	bdb	god; men of might and rank; angels; gods of the nations; Ēl; God; strength, power
H415	strongs_he	El-Elohi-Jisrael, the title given to a consecrated spot by Jacob
H416	bdb	god; men of might and rank; angels; gods of the nations; Ēl; God; strength, power
H416	strongs_he	El-Bethel, the title given to a consecrated spot by Jacob
H417	bdb	hail
H417	strongs_he	hail (as if a great pearl)
H418	bdb	sandal-wood
H418	strongs_he	sticks of algum wood
H419	bdb	God has loved
H419	strongs_he	Eldad, an Israelite
H420	bdb	God has called
H420	strongs_he	Eldaah, a son of Midian
H421	bdb	wail
H421	strongs_he	to bewail
H422	bdb	swear, curse; swear, take oath, curse; swear, take oath; curse; adjure, put under oath
H422	strongs_he	properly, to adjure, i.e. (usually in a bad sense) imprecate
H423	bdb	oath; oath; oath; curse; execration
H423	strongs_he	an imprecation
H424	bdb	terebinth
H424	strongs_he	an oak or other strong tree
H425	bdb	terebinth
H425	strongs_he	Elah, the name of an Edomite, of four Israelites, and also of a place in Palestine
H426	bdb	god; God
H426	strongs_he	God
H427	bdb	oak
H427	strongs_he	oak.
H428	bdb	these; these, those
H428	strongs_he	these or those
H429	bdb	these
H429	strongs_he	these.
H430	bdb	rulers, judges, divine ones, angels, gods; rulers, judges; divine ones; angels; gods; god, goddess, godlike one, God; god, goddess; godlike one; God; the (true) God; God
H430	strongs_he	gods in the ordinary sense; but specifically used (in the plural thus, especially with the article) of the supreme God; occasionally applied by way of deference to magistrates; and sometimes as a superlative
H431	bdb	lo!
H431	strongs_he	lo!
H432	bdb	if; though
H432	strongs_he	nay, i.e. (softened) if
H433	bdb	god, God; a heathen god; God
H433	strongs_he	a deity or the Deity
H434	bdb	אֱלוּל Je 14:14 Kt, i.q. אֱלִיל, q.v.
H434	strongs_he	good for nothing
H435	bdb	אֱלוּל n.pr. of 6th month, Aug.-Sept. Ne 6:15
H435	strongs_he	Elul, the sixth Jewish month
H436	bdb	terebinth
H436	strongs_he	an oak or other strong tree
H437	bdb	oak
H437	strongs_he	oak.
H438	bdb	oak
H438	strongs_he	Allon, an Israelite, also a place in Palestine
H439	bdb	weeping; mourning oak
H439	strongs_he	Allon-Bakuth, a monumental tree
H440	bdb	אֵלֹנִי adj.gent. of אֵלוֹן 1. (as n. coll.) Nu 26:26.
H440	strongs_he	an Elonite or descendant (collectively) of Elon
H441	bdb	tame; tame, docile; friend, intimate; chief; chiliarch
H441	strongs_he	familiar; a friend, also gentle; hence, a bullock (as being tame; applied, although masculine, to a cow); and so, a chieftain (as notable, like neat cattle)
H442	bdb	אָלוּשׁ n.pr.loc. a station of Israel in the wilderness Nu 33:13, 14.
H442	strongs_he	Alush, a place in the Desert
H443	bdb	God has given
H443	strongs_he	Elzabad, the name of two Israelites
H444	bdb	be corrupt; tainted
H444	strongs_he	to muddle, i.e. (figuratively and intransitive) to turn (morally) corrupt
H445	bdb	God has been gracious
H445	strongs_he	Elchanan, an Israelite
H446	bdb	God is father
H446	strongs_he	Eliab, the name of six Israelites
H447	bdb	Ēl is God, my God is God
H447	strongs_he	Eliel, the name of nine Israelites
H448	bdb	God has come
H448	strongs_he	Eliathah, an Israelite
H449	bdb	אֶלְדָּד v. אֶלְדָּד supr.
H449	strongs_he	Elidad, an Israelite
H450	bdb	God knows
H450	strongs_he	Eljada, the name of two Israelites and of an Aramaean leader
H451	bdb	fat tail
H451	strongs_he	the stout part, i.e. the fat tail of the Oriental sheep
H452	bdb	Yah, u, is God; Elijah
H452	strongs_he	Elijah, the name of the famous prophet and of two other Israelites
H453	bdb	He is, my, God
H453	strongs_he	Elihu, the name of one of Job's friends, and of three Israelites
H454	bdb	unto י׳ are mine eyes; אֶלְיוֹעֵינַי n.pr.m. (id. [a.di.ab]) a descendant of David a Simeonite a Benjamite priests in time of Ezra
H454	strongs_he	Eljehoenai or Eljoenai, the name of seven Israelites
H455	bdb	God hides
H455	strongs_he	Eljachba, an Israelite
H456	bdb	Autumn God
H456	strongs_he	Elichoreph, an Israelite
H457	bdb	insufficiency, worthlessness; worthlessness; worthless gods, idols
H457	strongs_he	good for nothing, by analogy vain or vanity; specifically an idol
H458	bdb	God is king
H458	strongs_he	Elimelek, an Israelite
H459	bdb	these
H459	strongs_he	these
H460	bdb	God has added
H460	strongs_he	Eljasaph, the name of two Israelites
H461	bdb	God is help
H461	strongs_he	Eliezer, the name of a Damascene and of ten Israelites
H462	bdb	אֶלְיוֹעֵינַי n.pr.m. (id. [a.di.ab]) a descendant of David a Simeonite a Benjamite priests in time of Ezra
H462	strongs_he	Elienai, an Israelite
H463	bdb	God is kinsman
H463	strongs_he	Eliam, an Israelite
H464	bdb	God of fine gold
H464	strongs_he	Eliphaz, the name of one of Job's friends, and of a son of Esau
H465	bdb	God has judged
H465	strongs_he	Eliphal, an Israelite
H466	bdb	may God distinguish him
H466	strongs_he	Eliphelehu, an Israelite
H467	bdb	God is deliverance
H467	strongs_he	Eliphelet or Elpelet, the name of six Israelites
H468	bdb	Rock is God
H468	strongs_he	Elitsur, an Israelite
H469	bdb	God has protected
H469	strongs_he	Elitsaphan or Eltsaphan, an Israelite
H470	bdb	אֱלִיקָא n.pr.m. one of David’s heroes 2 S 23:25.
H470	strongs_he	Elika, an Israelite
H471	bdb	God sets up
H471	strongs_he	Eljakim, the name of four Israelites
H472	bdb	God is an oath
H472	strongs_he	Elisheba, the wife of Aaron
H473	bdb	son of Javan
H473	strongs_he	Elishah, a son of Javan
H474	bdb	God is salvation; is opulence
H474	strongs_he	Elishua, the son of King David
H475	bdb	God restores
H475	strongs_he	Eljashib, the name of six Israelites
H476	bdb	God has heard
H476	strongs_he	Elishama, the name of seven Israelites
H477	bdb	God is salvation
H477	strongs_he	Elisha, the famous prophet
H478	bdb	God has judged
H478	strongs_he	Elishaphat, an Israelite
H479	bdb	these
H479	strongs_he	these
H480	bdb	alas!; woe!
H480	strongs_he	alas!
H481	bdb	bind; be bound, be dumb; bind
H481	strongs_he	to tie fast; hence (of the mouth) to be tongue-tied
H482	bdb	silence
H482	strongs_he	silence (i.e. mute justice)
